, ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,number_articles_newsbank
181,6030880.0,https://www.abc.net.au/news/6030880,Fact check: Labor claims unemployment in Qld highest in 11 years,"Queensland Opposition Leader Annastacia Palaszczuk claims there are almost 31,000 more Queenslanders without a job since March 2012 and blames the Liberal government for the rise.",Annastacia Palaszczuk,Correct,Labor,Employment,,Thu Jan 29 17:47:40 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-01-29 17:47:40,0
182,6063260.0,https://www.abc.net.au/news/6063260,"Fact check: Did jobs growth triple in 2014, as Tony Abbott says? ","Prime Minister Tony Abbott claims Australia's ""jobs growth in 2014 was triple the rate in 2013 – with 4,000 new jobs a week.""",Tony Abbott,More to the story,Liberal,Employment,,Fri Feb 06 15:47:10 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-02-06 15:47:10,0
183,6066142.0,https://www.abc.net.au/news/6066142,Fact check: Joe Hockey's claim that people work half the year to pay income tax incorrect,Treasurer Joe Hockey claims Australian income tax rates are a disincentive to earn. But how much income tax do Australians pay?,Joe Hockey,Incorrect,Liberal,Employment,Tax,Wed Feb 04 14:25:30 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-02-04 14:25:30,0
184,6083476.0,https://www.abc.net.au/news/6083476,Fact check: Triggs correct on the length of time children spent in detention,"Australian Human Rights Commission president Gillian Triggs claims that in the first months of the Coalition Government, the time children spent in immigration detention ""was reaching quite exceptional levels""",Gillian Triggs,Correct,Other,Immigration,Immigration detention,Mon Feb 23 17:50:52 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-02-23 17:50:52,0
185,6085378.0,https://www.abc.net.au/news/6085378,Fact check: Hockey over-eggs 'borrowing $100 million a day' claim,Treasurer Joe Hockey has warned that Australia is at a tipping point and living beyond its means. ,Joe Hockey,Over-egged,Liberal,Economy,,Fri Feb 13 13:55:21 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-02-13 13:55:21,0
186,6116030.0,https://www.abc.net.au/news/6116030,Fact check: No proof the death penalty prevents crime,"Victorian Supreme Court judge Lex Lasry claims the death penalty does not deter crime, ""it's just a terrible thing to do"".",Lex Lasry,Well Founded,Independent,Law and Order,"legislation, death penalty",Thu Feb 26 16:58:08 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-02-26 16:58:08,5
187,6162670.0,https://www.abc.net.au/news/6162670,Fact check: Did the Government inherit the 'worst set of accounts' in history?,Deputy Liberal Leader Julie Bishop claims the Abbott Government inherited the worst set of financial accounts in Australia's history.,Julie Bishop,Wrong,Liberal,Budget(s),,Wed Mar 18 17:20:26 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-03-18 17:20:26,0
188,6253304.0,https://www.abc.net.au/news/6253304,Fact check: Did the Abbott Government cut $1 billion from child care?,Opposition Leader Bill Shorten claims the Federal Government has cut $1 billion from childcare.,Bill Shorten,Overreach,Labor,Budget(s),childcare,Mon Mar 02 18:01:14 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-03-02 18:01:14,0
189,6276858.0,https://www.abc.net.au/news/6276858,Fact check: Did NSW Labor fail to deliver 'a single railway line'?,NSW Premier Mike Baird claims Labor did not deliver a single railway line when in government.,Mike Baird,Overstated,Liberal,Infrastructure,,Mon Mar 23 16:42:58 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-03-23 16:42:58,0
190,6282104.0,https://www.abc.net.au/news/6282104,Fact check: Is crime in NSW the lowest it's been in 25 years?,"Putting law and order policy at the forefront of his re-election campaign, NSW Premier Mike Baird claims crime in the state is at its lowest level in decades.",Mike Baird,Selective,Liberal,Law and Order,crime,Tue Mar 24 14:51:14 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-03-24 14:51:14,0
191,6290482.0,https://www.abc.net.au/news/6290482,Fact check: Does the minimum wage increase unemployment?,Opposition Leader Bill Shorten claims the evidence from Europe shows the minimum wage doesn't contribute to unemployment levels.,Bill Shorten,More to the story,Labor,Employment,,Thu Mar 12 16:09:06 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-03-12 16:09:06,0
192,6301402.0,https://www.abc.net.au/news/6301402,Fact check: Did the Coalition Government cut $3b from the NSW health budget?,NSW Opposition Leader Luke Foley claims the Coalition Government has cut $3 billion from health. ,Luke Foley,Incorrect,Labor,Health,,Thu Mar 26 17:35:47 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-03-26 17:35:47,0
193,6329316.0,https://www.abc.net.au/news/6329316,Fact check: Does privatisation increase electricity bills?,NSW Opposition Leader Luke Foley claims electricity privatisation pushes up power prices and households in privatised South Australia have the highest bills.,Luke Foley,Spin,Labor,Economy,Utilities,Wed Mar 25 17:14:05 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-03-25 17:14:05,0
194,6333178.0,https://www.abc.net.au/news/6333178,Fact check: Banning dumping of dredge spoil on the Great Barrier Reef,A recent move by the Federal Government to ban the disposal of dredge spoil near the Great Barrier Reef has been met with scepticism by environmental campaigners concerned for the health of the reef.,Larissa Waters,Beside the point,Greens,Environment,,Mon May 04 11:34:30 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-05-04 11:34:30,0
195,6346708.0,https://www.abc.net.au/news/6346708,"Fact check: Are 80,000 Victorians using ice? ","Victorian Premier Daniel Andrews claims about 80,000 Victorians used the drug ice in 2014.",Daniel Andrews,Rubbery Figures,Labor,Social issues,"crime, legislation",Tue Apr 07 10:46:35 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-04-07 10:46:35,0
196,6353682.0,https://www.abc.net.au/news/6353682,NSW election: Get the facts behind the claims,During the New South Wales election campaign both major parties have made claims in key policy battlegrounds. But how much of what the leaders claim checks out? ,"Luke Foley, Mike Baird","Spin, selective, incorrect, overstated",Multiple parties,Politics,,Fri Mar 27 18:04:39 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-03-27 18:04:39,1
197,6359212.0,https://www.abc.net.au/news/6359212,Fact check: Do the states and territories need to agree to change the GST?,"Prime Minister Tony Abbott claims the Government cannot change the GST without the agreement of the states and territories, and consensus in the federal parliament.",Tony Abbott,Misleading,Liberal,Economy,GST,Thu Apr 02 11:41:55 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-04-02 11:41:55,0
198,6365098.0,https://www.abc.net.au/news/6365098,"Fact check: Are superannuation tax breaks fair, or do they favour the rich? ",Shadow treasurer Chris Bowen claims the top 10 per cent of income earners get more than 30 per cent of tax concessions in superannuation.,Chris Bowen,"Yes, but more to it",Labor,Economy,Superannuation,Tue Apr 21 08:59:59 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-04-21 08:59:59,2
199,6383238.0,https://www.abc.net.au/news/6383238,Fact check: Does halal certification fund terrorism?,One Nation founder Pauline Hanson claims that halal certification is a $3 trillion industry that funds Islamic organisations and terrorism.,Pauline Hanson,Doesn't check out,One_Nation_Party,Social issues,"Terrorism, halal",Tue Apr 14 05:38:58 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-04-14 05:38:58,0
200,6431100.0,https://www.abc.net.au/news/6431100,Fact check: Did abolishing negative gearing push up rents?,"Treasurer Joe Hockey claims abolishing negative gearing could push up rents, because that's what happened in the 1980s.",Joe Hockey,Doesn't stack up,Liberal,Economy,"Rents, negative gearing",Wed May 06 06:42:11 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-05-06 06:42:11,0
201,6434462.0,https://www.abc.net.au/news/6434462,Fact check: How much is subsidising cheap paracetamol costing the government?,Health Minister Sussan Ley claims subsidising paracetamol that can be bought cheaply without a prescription is costing the government $73 million a year.,Sussan Ley,Incorrect,Liberal,Health,,Fri May 08 14:31:40 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-05-08 14:31:40,0
202,6457496.0,https://www.abc.net.au/news/6457496,Promise tracker: Where does the Government stand ahead of the 2015 budget?,ABC Fact Check is tracking the Coalition's pre-election commitments. See which promises the Government has kept which ones it has broken.,Coalition,,,,Election Promise,Tue May 12 06:13:35 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2015-05-12 06:13:35,0
203,6466068.0,https://www.abc.net.au/news/6466068,Fact check: The Coalition's stance on paid parental leave 'double dipping',"Prime Minister Tony Abbott claims the Coalition announced plans to stop new mothers ""double dipping"" on paid parental leave before the 2013 election.",Tony Abbott,Misleading,Liberal,Economy,parental leave,Fri May 15 06:13:16 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-05-15 06:13:16,0
204,6483632.0,https://www.abc.net.au/news/6483632,Fact check: Andrew Forrest exaggerating big miner influence over iron ore,Fortescue Metals Group chairman Andrew Forrest claims Australia is the world's biggest iron ore producer and has more control of iron ore than OPEC ever had of oil.,Andrew Forrest,Exaggerated,Industry,Environment,"Iron ore, mining",Wed Jun 03 12:10:36 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-06-03 12:10:36,0
205,6483762.0,https://www.abc.net.au/news/6483762,Fact check: Where do Australians get illegal guns?,Nationals Senator Bridget McKenzie claims most guns used in crime are illegally imported rather than coming from licensed owners.,Bridget McKenzie,Baseless,National_Party,Law and Order,"gun laws, firearms",Tue May 26 08:11:16 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-05-26 08:11:16,0
206,6495670.0,https://www.abc.net.au/news/6495670,Fact check: Tony Abbott's claim Labor spent like 'drunken sailors' in office is spin,Prime Minister Tony Abbott claims growth in spending is lower under the Coalition than it was under Labor.,Tony Abbott,Spin,Liberal,Economy,,Fri May 29 06:06:31 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-05-29 06:06:31,0
207,6498920.0,https://www.abc.net.au/news/6498920,Fact check: How does Australia's plan to strip foreign fighters of citizenship compare to other nations?,"Defending proposed changes to give him the power to strip Australian citizenship from dual nationals fighting with terrorist groups, Immigration Minister Peter Dutton claims Australia is not ""ahead of the pack"" as countries such as the UK, US, New Zealand and France  have similar laws.",Peter Dutton,Overstated,Liberal,Immigration,,Thu Jun 11 06:12:44 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-06-11 06:12:44,0
208,6500774.0,https://www.abc.net.au/news/6500774,Fact check: How can the GST on tampons be scrapped?,Treasurer Joe Hockey and Prime Minister Tony Abbott claim they need the agreement of the states and territories to remove the GST from tampons and pads.,"Joe Hockey, Tony Abbott",Misleading,Liberal,Economy,GST,Wed May 27 13:40:30 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-05-27 13:40:30,0
209,6511162.0,https://www.abc.net.au/news/6511162,Fact Check: Amnesty International claim on 'shocking' Indigenous child incarceration rates checks out,Amnesty International secretary general Salil Shetty claims the rate at which Western Australia jails Indigenous children is higher than the rate black children in the US are incarcerated.,Salil Shetty,Checks Out,Industry,Law and Order,"Human Rights, Indigenous children",Wed Jun 17 16:57:08 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2015-06-17 16:57:08,0
210,6518996.0,https://www.abc.net.au/news/6518996,Fact check: Do higher food star ratings always mean a healthier choice?,"The Federal Government health star rating system for food and drink products, ""the more stars, the healthier"", is not as straighforward as it sounds.",The Federal Government,Not Always,Coalition,Health,,Tue Sep 08 07:57:19 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2015-09-08 07:57:19,0
211,6534674.0,https://www.abc.net.au/news/6534674,Fact check: Does a formal no case sink a constitutional referendum?,Indigenous academic Marcia Langton claims constitutional recognition of Indigenous people will fail if conservatives lead a 'no case' against a proposed referendum.,Marcia Langton,Incorrect,Industry,Indigenous,Legislation,Thu Jul 02 06:06:14 EST 2015,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2015-07-02 06:06:14,0
